,target,text
646,0,mind ask happen dont say uncomfort
647,1,privat account statement show un redeem point call identifi code expir
648,0,prob send email
649,1,cash prize claim call c rstm sw ss ppm
650,0,that cool sometim slow gentl sonetim rough hard
651,0,gonna say sorri would normal start panic time sorri see tuesday
652,0,wait know wesley town bet hella drug
653,0,fine miss much
655,0,tell drug dealer get impati
656,0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
658,0,doesnt make sens take unless free need know wikipedia com
659,1,premium phone servic call
660,0,sea lay rock rock envelop envelop paper paper word
661,0,mum repent
662,0,sorri go home first daddi come fetch later
663,0,leav de start prepar next
664,0,ye babi studi posit kama sutra
665,0,en chikku nang bakra msg kalstiya tea coffe
666,0,carlo minut still need buy
667,0,pay lt decim gt lakh
668,0,good even ttyl
669,0,u receiv msg
670,0,ho ho big belli laugh see ya tomo
671,1,sm ac sun post hello seem cool
672,1,get ur st rington free repli msg tone gr top tone phone everi week per wk opt send stop
673,0,ditto worri say anyth anymor like said last night whatev want peac
674,0,got lt gt way could pick
675,0,dont knw pa drink milk
676,0,mayb say hi find got card great escap wetherspoon
677,0,piggi r u awak bet u still sleep go lunch
678,0,caus freaki lol
679,0,miss call caus yell scrappi miss u wait u come home lone today
680,0,hex place talk explain
681,0,log wat sdryb
682,0,xy go e lunch
683,1,hi sue year old work lapdanc love sex text live bedroom text sue textoper g da ppmsg
684,0,want ask wait finish lect co lect finish hour anyway
685,0,finish work yet
686,0,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni
687,0,dear cherthala case u r come cochin pl call bfore u start shall also reach accordingli tell day u r come tmorow engag an holiday
688,0,thank love torch bold
689,1,forward pleas call immedi urgent messag wait
690,0,farm open
691,0,sorri troubl u buy dad big small sat n sun thanx
692,0,sister law hope great month say hey abiola
693,0,purchas stuff today mail po box number
694,0,ah poop look like ill prob send laptop get fix cuz gpu problem
695,0,good good job like entrepreneur
696,0,aight close still around alex place
697,0,meet corpor st outsid gap see mind work
698,0,mum ask buy food home
699,0,k u also dont msg repli msg
700,0,much r will pay
702,0,import prevent dehydr give enough fluid
703,0,that bit weird even suppos happen good idea sure pub
704,0,true dear sat pray even felt sm time
705,0,think get away trek long famili town sorri
706,0,wanna gym harri
707,0,quit late lar ard anyway wun b drivin
708,1,review keep fantast nokia n gage game deck club nokia go www cnupdat com newslett unsubscrib alert repli word
709,1,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt cs
710,0,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student
711,0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
712,1,pm cost p
713,0,save stress person dorm account send account detail money sent
714,0,also know lunch menu da know
715,0,stuff sell tell
716,1,urgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvari max
717,0,book lesson msg call work sth go get spec membership px
718,1,guarante cash prize claim yr prize call custom servic repres pm
719,0,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim
720,0,oh send address
721,0,fine anytim best
722,0,wondar full flim
723,0,ya even cooki jelli
724,0,world run still mayb feel admit mad correct let call life keep run world may u r also run let run
725,0,got look scrumptiou daddi want eat night long
726,0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
727,0,alright omw gotta chang order half th
728,0,exactli anyway far jide studi visit
729,0,dunno u ask
730,1,email alertfrom jeri stewarts kbsubject low cost prescripiton drvgsto listen email call
731,0,spring come earli yay
732,0,lol feel bad use money take steak dinner
733,0,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli
734,0,leav qatar tonit search opportun went fast pl add ur prayer dear rakhesh
735,0,one talk
736,0,thank look realli appreci
737,1,hi custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg
738,0,wish
739,0,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao
740,0,ye glad made
741,0,well littl time thing good time ahead
742,0,got room soon put clock back til shout everyon get realis wahay anoth hour bed
743,0,ok may free gym
744,0,men like shorter ladi gaze eye
745,0,dunno ju say go lido time
746,0,promis take good care princess run pleas send pic get chanc ttyl
747,1,u subscrib best mobil content servic uk per day send stop helplin
748,0,reason spoken year anyway great week best exam
749,0,monday next week give full gist
750,1,realiz year thousand old ladi run around tattoo
751,1,import custom servic announc premier
752,0,dont gimm lip caveboy
753,0,get librari
754,0,reali sorri recognis number confus r u pleas
755,0,didnt holla
756,0,cant think anyon spare room top head
757,0,faith make thing possibl hope make thing work love make thing beauti may three christma merri christma
758,0,u made appoint
759,0,call carlo phone vibrat act might hear text
760,1,romant pari night flight book next year call ts cs appli
761,0,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
762,1,urgent ur guarante award still unclaim call closingd claimcod pmmorefrommobil bremov mobypobox ls yf
763,0,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor
764,0,wish famili merri x ma happi new year advanc
765,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub
766,0,nt goin got somethin unless meetin dinner lor haha wonder go ti time
769,0,lol know dramat school alreadi close tomorrow appar drive inch snow suppos get
770,0,get anywher damn job hunt
771,0,lol u drunkard hair moment yeah still tonight wat plan
772,0,idc get weasel way shit twice row
773,0,wil lt gt minut got space
775,0,thank pick trash
776,0,go tell friend sure want live smoke much spend hour beg come smoke
777,0,hi kate love see tonight ill phone tomorrow got sing guy gave card xxx
778,0,happi new year dear brother realli miss got number decid send text wish happi abiola
779,0,mean get door
781,0,hmmm thought said hour slave late punish
782,0,beerag
783,1,import custom servic announc premier call freephon
784,0,dont think turn like randomlli within min open
785,0,suppos make still town though
786,0,time fix spell sometim get complet diff word go figur
787,1,ever thought live good life perfect partner txt back name age join mobil commun p sm
788,1,free top polyphon tone call nation rate get toppoli tune sent everi week text subpoli per pole unsub
790,0,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola
791,0,e best ur drive tmr
792,0,u dogbreath sound like jan c al
793,0,omg want scream weigh lost weight woohoo
794,0,gener one uncount noun u dictionari piec research
795,0,realli get hang around
796,1,orang custom may claim free camera phone upgrad loyalti call offer end thmarch c appli opt availa
797,0,petey boy wherear friendsar thekingshead come canlov nic
798,0,ok msg u b leav hous
799,0,gimm lt gt minut ago
800,1,last chanc claim ur worth discount voucher today text shop savamob offer mobil cs savamob pobox uz sub
801,0,appt lt time gt fault u listen told u twice
802,1,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone
803,1,guarante award even cashto claim ur award call free stop getstop php rg jx
804,0,k
805,0,dled imp
806,0,sure make sure know smokin yet
807,0,boooo alway work quit
808,0,take half day leav bec well
809,0,ugh wanna get bed warm
810,0,nervou lt gt
811,0,ring come guy costum gift futur yowif hint hint
812,1,congratul ur award either cd gift voucher free entri weekli draw txt music tnc www ldew com win ppmx age
813,0,borrow ur bag ok
814,1,u outbid simonwatson shinco dvd plyr bid visit sm ac smsreward end bid notif repli end
815,0,boytoy miss happen
816,0,lot use one babe model help youi bring match
817,0,also bring galileo dobbi
818,0,respond
819,0,boo babe u enjoyin yourjob u seem b gettin well hunni hope ure ok take care llspeak u soonlot lovem xxxx
820,0,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss
821,0,road cant txt
822,1,smsservic yourinclus text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
823,1,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
825,0,hmm bit piec lol sigh
826,0,hahaha use brain dear
827,0,hey got mail
828,0,sorri light turn green meant anoth friend want lt gt worth may around
829,0,thank yesterday sir wonder hope enjoy burial mojibiola
830,1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care
831,0,hi mate rv u hav nice hol messag say hello coz sent u age start drive stay road rvx
832,1,dear voucher holder claim week offer pc pleas go http www e tlp co uk expressoff ts cs appli stop text txt stop
833,0,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago
834,0,sure result offer
835,0,good morn dear great amp success day
836,1,want anytim network min text new video phone five pound per week call repli deliveri tomorrow
837,0,sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank
838,1,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed
